Marka,Model,Godiste,Kilometraza,Karoserija,Gorivo,Kubikaza,Snaga motora,Cena,EKM,Pogon,Menjac,Klima,Boja,Materijal enterijera,prosek_god_km,Starost,Km_cat
Mercedes Benz,A 180,2010,183884,Hecbek,Dizel,2.0,110,4700.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Kombinovana koza,16716.727272727272,11,180000-190000
Mercedes Benz,A 180,2010,168196,Hecbek,Dizel,2.0,110,3950.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,15290.545454545454,11,160000-170000
Mercedes Benz,A 180,2010,170657,Hecbek,Dizel,2.0,110,3950.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,15514.272727272728,11,170000-180000
Mercedes Benz,A 180,2010,170190,Hecbek,Dizel,2.0,110,4231.991208491801,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,15471.818181818182,11,170000-180000
Mercedes Benz,A 180,2010,147530,Hecbek,Dizel,2.0,110,4490.0,Euro 5 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,13411.818181818182,11,140000-150000
Mercedes Benz,A 180,2010,154741,Hecbek,Dizel,2.0,110,4208.008791508199,Euro 5 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14067.363636363636,11,150000-160000
Mercedes Benz,A 180,2010,142519,Hecbek,Dizel,2.0,110,4490.0,Euro 5 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,12956.272727272728,11,140000-150000
Mercedes Benz,A 180,2010,146416,Hecbek,Dizel,2.0,110,4771.991208491801,Euro 5 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,13310.545454545454,11,140000-150000
Mercedes Benz,A 180,2010,232351,Hecbek,Dizel,2.0,110,3999.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,21122.81818181818,11,230000-240000
Mercedes Benz,A 180,2010,228880,Hecbek,Dizel,2.0,110,3999.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,20807.272727272728,11,220000-230000
Mercedes Benz,A 180,2010,224612,Hecbek,Dizel,2.0,110,4280.991208491801,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,20419.272727272728,11,220000-230000
Mercedes Benz,A 180,2011,176191,Hecbek,Dizel,2.0,110,4999.0,Euro 5 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,17619.1,10,170000-180000
Mercedes Benz,A 180,2011,172984,Hecbek,Dizel,2.0,110,4765.296555438308,Euro 5 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,17298.4,10,170000-180000
Mercedes Benz,A 180,2011,175882,Hecbek,Dizel,2.0,110,4999.0,Euro 5 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,17588.2,10,170000-180000
Mercedes Benz,A 180,2011,172700,Hecbek,Dizel,2.0,110,5232.703444561692,Euro 5 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,17270.0,10,170000-180000
Mercedes Benz,A 180,2011,225576,Hecbek,Dizel,2.0,110,4190.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,22557.6,10,220000-230000
Mercedes Benz,A 180,2011,228975,Hecbek,Dizel,2.0,110,4190.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,22897.5,10,220000-230000
Mercedes Benz,A 180,2011,225958,Hecbek,Dizel,2.0,110,4423.703444561692,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,22595.8,10,220000-230000
Mercedes Benz,A 180,2011,170420,Hecbek,Dizel,2.0,110,4900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,17042.0,10,170000-180000
Mercedes Benz,A 180,2011,171639,Hecbek,Dizel,2.0,110,4666.296555438308,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,17163.9,10,170000-180000
Mercedes Benz,A 180,2011,169471,Hecbek,Dizel,2.0,110,4900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,16947.1,10,160000-170000
Mercedes Benz,A 180,2011,169047,Hecbek,Dizel,2.0,110,5133.703444561692,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,16904.7,10,160000-170000
Mercedes Benz,A 180,2011,162033,Hecbek,Dizel,2.0,110,4900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,16203.3,10,160000-170000
Mercedes Benz,A 180,2011,163368,Hecbek,Dizel,2.0,110,4666.296555438308,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,16336.8,10,160000-170000
Mercedes Benz,A 180,2011,170923,Hecbek,Dizel,2.0,110,4900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,17092.3,10,170000-180000
Mercedes Benz,A 180,2011,168174,Hecbek,Dizel,2.0,110,5133.703444561692,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Kombinovana koza,16817.4,10,160000-170000
Mercedes Benz,A 180,2011,180537,Hecbek,Dizel,2.0,110,5500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,18053.7,10,180000-190000
Mercedes Benz,A 180,2011,172230,Hecbek,Dizel,2.0,110,5266.296555438308,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,17223.0,10,170000-180000
Mercedes Benz,A 180,2011,172040,Hecbek,Dizel,2.0,110,5500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,17204.0,10,170000-180000
Audi,A3,2001,228365,Hecbek,Benzin + Gas (TNG),1.8,150,2299.0,Euro 3 ,4x4 ,Manuelni 5 brzina ,Automatska klima ,Druga,Prirodna koza,11418.25,20,220000-230000
Audi,A3,2001,227987,Hecbek,Benzin + Gas (TNG),1.8,150,2163.133767102498,Euro 3 ,4x4 ,Manuelni 5 brzina ,Automatska klima ,Druga,Prirodna koza,11399.35,20,220000-230000
Audi,A3,2001,226349,Hecbek,Benzin + Gas (TNG),1.8,150,2299.0,Euro 3 ,4x4 ,Manuelni 5 brzina ,Automatska klima ,Druga,Prirodna koza,11317.45,20,220000-230000
Audi,A3,2001,226674,Hecbek,Benzin + Gas (TNG),1.8,150,2434.866232897502,Euro 3 ,4x4 ,Manuelni 5 brzina ,Automatska klima ,Druga,Prirodna koza,11333.7,20,220000-230000
Audi,A3,2001,295847,Hecbek,Dizel,1.9,130,1800.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Stof,14792.35,20,290000-300000
Audi,A3,2001,298060,Hecbek,Dizel,1.9,130,1800.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Stof,14903.0,20,290000-300000
Audi,A3,2001,301494,Hecbek,Dizel,1.9,130,1935.866232897502,Euro 3 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Stof,15074.7,20,300000-310000
Audi,A3,2001,303989,Hecbek,Dizel,1.9,130,2500.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Prirodna koza,15199.45,20,300000-310000
Audi,A3,2001,303378,Hecbek,Dizel,1.9,130,2364.133767102498,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Prirodna koza,15168.9,20,300000-310000
Audi,A3,2001,297305,Hecbek,Dizel,1.9,130,2500.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Prirodna koza,14865.25,20,290000-300000
Audi,A3,2001,290451,Hecbek,Benzin,1.6,100,2150.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,14522.55,20,290000-300000
Audi,A3,2001,296531,Hecbek,Benzin,1.6,100,2014.133767102498,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,14826.55,20,290000-300000
Audi,A3,2001,292321,Hecbek,Benzin,1.6,100,2150.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,14616.05,20,290000-300000
Audi,A3,2001,293415,Hecbek,Benzin,1.6,100,2285.866232897502,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,14670.75,20,290000-300000
Audi,A3,2001,242098,Hecbek,Dizel,1.9,100,2400.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,12104.9,20,240000-250000
Audi,A3,2001,247835,Hecbek,Dizel,1.9,100,2264.133767102498,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,12391.75,20,240000-250000
Audi,A3,2001,243412,Hecbek,Dizel,1.9,100,2400.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,12170.6,20,240000-250000
Audi,A3,2001,173423,Hecbek,Benzin,1.8,125,1800.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,8671.15,20,170000-180000
Audi,A3,2001,173592,Hecbek,Benzin,1.8,125,1800.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,8679.6,20,170000-180000
Audi,A3,2001,173227,Hecbek,Benzin,1.8,125,1935.866232897502,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,8661.35,20,170000-180000
Audi,A3,2002,167767,Hecbek,Benzin,1.6,100,2422.8476073666684,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Plava,Stof,8829.842105263158,19,160000-170000
Audi,A3,2002,278215,Hecbek,Benzin,1.8,180,1800.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Prirodna koza,14642.894736842105,19,270000-280000
Audi,A3,2002,273392,Hecbek,Benzin,1.8,180,1800.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Prirodna koza,14389.052631578947,19,270000-280000
Audi,A3,2002,270047,Hecbek,Benzin,1.8,180,1927.1523926333316,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Prirodna koza,14213.0,19,270000-280000
Audi,A3,2002,250794,Hecbek,Benzin,1.8,125,2100.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Plava,Stof,13199.684210526315,19,250000-260000
Audi,A3,2002,248766,Hecbek,Benzin,1.8,125,1972.8476073666684,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Plava,Stof,13092.947368421053,19,240000-250000
Audi,A3,2002,250648,Hecbek,Benzin,1.8,125,2100.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Plava,Stof,13192.0,19,250000-260000
Audi,A3,2002,247441,Hecbek,Benzin,1.8,125,2227.1523926333316,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Plava,Stof,13023.21052631579,19,240000-250000
Audi,A3,2002,199335,Hecbek,Benzin + Gas (TNG),1.6,100,2390.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,10491.315789473685,19,190000-200000
Audi,A3,2002,205015,Hecbek,Benzin + Gas (TNG),1.6,100,2262.8476073666684,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,10790.263157894737,19,200000-210000
Audi,A3,2002,201342,Hecbek,Benzin + Gas (TNG),1.6,100,2390.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,10596.947368421053,19,200000-210000
Audi,A3,2002,197551,Hecbek,Benzin + Gas (TNG),1.6,100,2517.1523926333316,Euro 3 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,10397.421052631578,19,190000-200000
Audi,A3,2002,283619,Hecbek,Dizel,1.9,130,2100.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,14927.315789473685,19,280000-290000
Audi,A3,2002,276842,Hecbek,Dizel,1.9,130,1972.8476073666684,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,14570.631578947368,19,270000-280000
Audi,A3,2002,281034,Hecbek,Dizel,1.9,130,2100.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,14791.263157894737,19,280000-290000
Audi,A3,2002,281574,Hecbek,Dizel,1.9,130,2227.1523926333316,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,14819.684210526315,19,280000-290000
Audi,A3,2002,244957,Hecbek,Benzin,1.6,100,1750.0,Euro 4 ,Prednji ,Automatski / poluautomatski ,Nema klimu ,Siva,Stof,12892.473684210527,19,240000-250000
Audi,A3,2002,239097,Hecbek,Benzin,1.6,100,1750.0,Euro 4 ,Prednji ,Automatski / poluautomatski ,Nema klimu ,Siva,Stof,12584.052631578947,19,230000-240000
Audi,A3,2002,235630,Hecbek,Benzin,1.6,100,1877.1523926333316,Euro 4 ,Prednji ,Automatski / poluautomatski ,Nema klimu ,Siva,Stof,12401.578947368422,19,230000-240000
Audi,A3,2003,276529,Hecbek,Dizel,2.0,140,2999.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Kombinovana koza,15362.722222222223,18,270000-280000
Audi,A3,2003,277219,Hecbek,Dizel,2.0,140,2861.5679925684462,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Kombinovana koza,15401.055555555555,18,270000-280000
Audi,A3,2003,282215,Hecbek,Dizel,2.0,140,2999.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Kombinovana koza,15678.611111111111,18,280000-290000
Audi,A3,2003,282191,Hecbek,Dizel,2.0,140,3136.4320074315538,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Kombinovana koza,15677.277777777777,18,280000-290000
Audi,A3,2003,255208,Hecbek,Dizel,2.0,140,3050.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14178.222222222223,18,250000-260000
Audi,A3,2003,263264,Hecbek,Dizel,2.0,140,2912.5679925684462,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14625.777777777777,18,260000-270000
Audi,A3,2003,260508,Hecbek,Dizel,2.0,140,3050.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14472.666666666666,18,260000-270000
Audi,A3,2003,258993,Hecbek,Dizel,2.0,140,3187.4320074315538,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14388.5,18,250000-260000
Audi,A3,2003,251239,Hecbek,Dizel,2.0,140,2800.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Prirodna koza,13957.722222222223,18,250000-260000
Audi,A3,2003,244663,Hecbek,Dizel,2.0,140,2662.5679925684462,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Prirodna koza,13592.388888888889,18,240000-250000
Audi,A3,2003,245798,Hecbek,Dizel,2.0,140,2800.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Prirodna koza,13655.444444444445,18,240000-250000
Audi,A3,2003,239536,Hecbek,Dizel,2.0,140,2937.4320074315538,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Prirodna koza,13307.555555555555,18,230000-240000
Audi,A3,2003,233440,Hecbek,Dizel,1.9,105,3450.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,12968.888888888889,18,230000-240000
Audi,A3,2003,227802,Hecbek,Dizel,1.9,105,3312.5679925684462,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,12655.666666666666,18,220000-230000
Audi,A3,2003,233783,Hecbek,Dizel,1.9,105,3450.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,12987.944444444445,18,230000-240000
Audi,A3,2003,260259,Hecbek,Dizel,2.0,140,2650.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14458.833333333334,18,260000-270000
Audi,A3,2003,257360,Hecbek,Dizel,2.0,140,2650.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14297.777777777777,18,250000-260000
Audi,A3,2003,257691,Hecbek,Dizel,2.0,140,2787.4320074315538,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14316.166666666666,18,250000-260000
Audi,A3,2003,184064,Hecbek,Dizel,2.0,140,3362.5679925684462,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Prirodna koza,10225.777777777777,18,180000-190000
Audi,A3,2004,218071,Hecbek,Dizel,2.0,140,2900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,12827.70588235294,17,210000-220000
Audi,A3,2004,215126,Hecbek,Dizel,2.0,140,2900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,12654.470588235294,17,210000-220000
Audi,A3,2004,218476,Hecbek,Dizel,2.0,140,3073.1437531379456,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,12851.529411764706,17,210000-220000
Audi,A3,2004,231903,Hecbek,Dizel,2.0,140,3400.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Druga,Prirodna koza,13641.35294117647,17,230000-240000
Audi,A3,2004,224387,Hecbek,Dizel,2.0,140,3226.8562468620544,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Druga,Prirodna koza,13199.235294117647,17,220000-230000
Audi,A3,2004,224040,Hecbek,Dizel,2.0,140,3400.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Druga,Prirodna koza,13178.823529411764,17,220000-230000
Audi,A3,2004,225989,Hecbek,Dizel,2.0,140,3573.1437531379456,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Druga,Prirodna koza,13293.470588235294,17,220000-230000
Audi,A3,2004,256242,Hecbek,Dizel,2.0,140,3450.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,15073.058823529413,17,250000-260000
Audi,A3,2004,246605,Hecbek,Dizel,2.0,140,3276.8562468620544,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,14506.176470588236,17,240000-250000
Audi,A3,2004,255319,Hecbek,Dizel,2.0,140,3450.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,15018.764705882353,17,250000-260000
Audi,A3,2004,255655,Hecbek,Dizel,2.0,140,3623.1437531379456,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,15038.529411764706,17,250000-260000
Audi,A3,2004,273498,Hecbek,Dizel,2.0,140,3900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,16088.117647058823,17,270000-280000
Audi,A3,2004,269811,Hecbek,Dizel,2.0,140,3726.8562468620544,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,15871.235294117647,17,260000-270000
Audi,A3,2004,272846,Hecbek,Dizel,2.0,140,3900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,16049.764705882353,17,270000-280000
Audi,A3,2004,230593,Hecbek,Benzin,1.6,115,3825.8562468620544,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,13564.29411764706,17,230000-240000
Audi,A3,2004,176801,Hecbek,Benzin,1.6,100,3750.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,10400.058823529413,17,170000-180000
Audi,A3,2004,164951,Hecbek,Benzin,1.6,100,3576.8562468620544,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,9703.0,17,160000-170000
Audi,A3,2004,167717,Hecbek,Benzin,1.6,100,3750.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,9865.70588235294,17,160000-170000
Audi,A3,2004,169863,Hecbek,Benzin,1.6,100,3923.1437531379456,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,9991.941176470587,17,160000-170000
Audi,A3,2005,270971,Hecbek,Dizel,2.0,140,4500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Kombinovana koza,16935.6875,16,270000-280000
Audi,A3,2005,270329,Hecbek,Dizel,2.0,140,4242.019462500381,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Kombinovana koza,16895.5625,16,270000-280000
Audi,A3,2005,275606,Hecbek,Dizel,2.0,140,4500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Kombinovana koza,17225.375,16,270000-280000
Audi,A3,2005,275843,Hecbek,Dizel,2.0,140,4757.980537499619,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Kombinovana koza,17240.1875,16,270000-280000
Audi,A3,2005,164480,Hecbek,Benzin,1.6,115,4299.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,10280.0,16,160000-170000
Audi,A3,2005,169109,Hecbek,Benzin,1.6,115,4041.0194625003815,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,10569.3125,16,160000-170000
Audi,A3,2005,171262,Hecbek,Benzin,1.6,115,4299.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,10703.875,16,170000-180000
Audi,A3,2005,174761,Hecbek,Benzin,1.6,115,4556.980537499619,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,10922.5625,16,170000-180000
Audi,A3,2005,190058,Hecbek,Dizel,2.0,140,4350.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,11878.625,16,190000-200000
Audi,A3,2005,197763,Hecbek,Dizel,2.0,140,4092.0194625003815,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,12360.1875,16,190000-200000
Audi,A3,2005,195317,Hecbek,Dizel,2.0,140,4350.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,12207.3125,16,190000-200000
Audi,A3,2005,196648,Hecbek,Dizel,2.0,140,4607.980537499619,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,12290.5,16,190000-200000
Audi,A3,2005,253233,Hecbek,Dizel,2.0,140,3950.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,15827.0625,16,250000-260000
Audi,A3,2005,256006,Hecbek,Dizel,2.0,140,3692.0194625003815,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,16000.375,16,250000-260000
Audi,A3,2005,263243,Hecbek,Dizel,2.0,140,3950.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,16452.6875,16,260000-270000
Audi,A3,2005,261487,Hecbek,Dizel,2.0,140,4207.980537499619,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,16342.9375,16,260000-270000
Audi,A3,2005,211194,Hecbek,Dizel,2.0,140,4700.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Kombinovana koza,13199.625,16,210000-220000
Audi,A3,2005,213606,Hecbek,Dizel,2.0,140,4442.019462500381,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Kombinovana koza,13350.375,16,210000-220000
Audi,A3,2005,208150,Hecbek,Dizel,2.0,140,4700.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Kombinovana koza,13009.375,16,200000-210000
Audi,A3,2005,166187,Hecbek,Dizel,2.0,140,4800.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,10386.6875,16,160000-170000
Audi,A3,2005,167218,Hecbek,Dizel,2.0,140,4542.019462500381,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,10451.125,16,160000-170000
Audi,A3,2005,170284,Hecbek,Dizel,2.0,140,4800.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,10642.75,16,170000-180000
Audi,A3,2006,221160,Hecbek,Dizel,2.0,140,3950.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,14744.0,15,220000-230000
Audi,A3,2006,223240,Hecbek,Dizel,2.0,140,3950.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,14882.666666666666,15,220000-230000
Audi,A3,2006,222571,Hecbek,Dizel,2.0,140,4200.047949638953,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,14838.066666666668,15,220000-230000
Audi,A3,2006,170176,Hecbek,Dizel,2.0,140,4850.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Kombinovana koza,11345.066666666668,15,170000-180000
Audi,A3,2006,169672,Hecbek,Dizel,2.0,140,4599.952050361047,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Kombinovana koza,11311.466666666667,15,160000-170000
Audi,A3,2006,175545,Hecbek,Dizel,2.0,140,4850.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Kombinovana koza,11703.0,15,170000-180000
Audi,A3,2006,176940,Hecbek,Dizel,2.0,140,5100.047949638953,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Kombinovana koza,11796.0,15,170000-180000
Audi,A3,2006,180304,Hecbek,Benzin,1.6,115,4150.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,12020.266666666666,15,180000-190000
Audi,A3,2006,178302,Hecbek,Benzin,1.6,115,3899.9520503610474,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,11886.8,15,170000-180000
Audi,A3,2006,179900,Hecbek,Benzin,1.6,115,4150.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,11993.333333333334,15,170000-180000
Audi,A3,2006,180317,Hecbek,Benzin,1.6,115,4400.047949638953,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,12021.133333333333,15,180000-190000
Audi,A3,2006,222835,Hecbek,Dizel,2.0,140,4500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14855.666666666666,15,220000-230000
Audi,A3,2006,225687,Hecbek,Dizel,2.0,140,4249.952050361047,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,15045.8,15,220000-230000
Audi,A3,2006,216595,Hecbek,Dizel,2.0,140,4500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,14439.666666666666,15,210000-220000
